"qtaxid"	"orphans"	"total"	"proportion"	"ave.length"	"sd.length"	"length.rat"	"sciname"	"family"	"staxid"	"distance"	"N"	"id"	"threshold"	"reference"
"620"	"764099"	6	3762	0.00159489633173844	121	32.0624390837628	3.1144944947588	"Saccharomyces cerevisiae Vin13"	"Saccharomyces"	"559292"	0.0182577929729255	3915	"UniRef50"	1e-04	FALSE
"621"	"764100"	8	3852	0.00207684319833853	123.25	29.2513735941213	3.13145747013865	"Saccharomyces cerevisiae VL3"	"Saccharomyces"	"559292"	0.0209715277432721	4013	"UniRef50"	1e-04	FALSE
"622"	"764101"	20	3418	0.00585137507314219	135.35	40.1985532601675	2.53148324064678	"Saccharomyces cerevisiae FostersO"	"Saccharomyces"	"559292"	0.024195636937172	3558	"UniRef50"	1e-04	FALSE
"623"	"764102"	6	3554	0.00168823860438942	112.833333333333	10.1077528000375	3.2086564673713	"Saccharomyces cerevisiae FostersB"	"Saccharomyces"	"559292"	0.0195350543769865	3677	"UniRef50"	1e-04	FALSE
"624"	"81972"	1774	25235	0.0702991876362195	114.068207440812	94.3981103695522	3.34391304903661	"Arabidopsis lyrata subsp. lyrata"	"Brassicaceae"	"3702"	0.229542956360853	32047	"UniRef50"	1e-04	FALSE
"625"	"889517"	6	5196	0.00115473441108545	104.5	81.1264445171856	4.74551539121055	"Saccharomyces cerevisiae CEN.PK113-7D"	"Saccharomyces"	"559292"	0.00739195630741699	5439	"UniRef50"	1e-04	FALSE
"626"	"9483"	31	26034	0.00119075055696397	88.0967741935484	57.1456354931326	5.8265318173791	"Callithrix jacchus"	"Primates"	"9606"	0.153942269896161	42024	"UniRef50"	1e-04	TRUE
"627"	"9541"	69	16297	0.00423390808124195	82.2028985507246	40.1634819903914	6.22387984835627	"Macaca fascicularis"	"Primates"	"9544"	0.0945395764430365	17390	"UniRef50"	1e-04	FALSE
"628"	"9544"	82	23819	0.00344262983332634	127.19512195122	92.9671970589481	3.79063558875503	"Macaca mulatta"	"Primates"	"9606"	0.137769704285542	35537	"UniRef50"	1e-04	TRUE
"629"	"9595"	22	19097	0.0011520134052469	137.181818181818	64.258878477635	4.07462836784448	"Gorilla gorilla gorilla"	"Primates"	"9606"	0.128419469775598	27258	"UniRef50"	1e-04	TRUE
"630"	"9598"	12	17252	0.00069557152793879	143.083333333333	63.5130027250445	3.85093800631599	"Pan troglodytes"	"Primates"	"9606"	0.0902180358685192	20126	"UniRef50"	1e-04	TRUE
"631"	"9601"	36	17509	0.0020560854417728	134.444444444444	66.7453345376265	4.04338504791099	"Pongo abelii"	"Primates"	"9606"	0.123122714877006	22849	"UniRef50"	1e-04	TRUE
"632"	"9606"	1218	42616	0.028580814717477	64.0500821018062	49.8000104360883	5.8103597199258	"Homo sapiens"	"Primates"	"9598"	0.107893758394794	67831	"UniRef50"	1e-04	TRUE
"633"	"1033177"	206	11055	0.0186341022161918	180.203883495146	106.151466492477	2.77402118662288	"Aspergillus kawachii IFO 4308"	"Aspergillus"	"425011"	0.205689937027412	11487	"UniRef50"	1e-05	FALSE
"634"	"112509"	0	216	0	NA	NA	NA	"Hordeum vulgare subsp. vulgare"	"Poaceae"	"4565"	0.173616967542258	52136	"UniRef50"	1e-05	FALSE
"635"	"1160506"	9	11040	0.000815217391304348	141	64.5135644651572	3.33957557393059	"Aspergillus oryzae 3.042"	"Aspergillus"	"510516"	0.0349958388531123	11396	"UniRef50"	1e-05	FALSE
"636"	"1160507"	1	3543	0.000282246683601468	75	NA	6.65951063429324	"Saccharomyces arboricola H-6"	"Saccharomyces"	"559292"	0.170234849813348	3653	"UniRef50"	1e-05	FALSE
"637"	"126793"	279	5260	0.053041825095057	339.673835125448	287.059160416671	2.13183594053906	"Plasmodium vivax Sal-1"	"Plasmodium"	"5851"	0.363898150526879	5388	"UniRef50"	1e-05	TRUE
"638"	"135651"	3700	24221	0.152760001651459	201.797567567568	217.21759850013	2.15803847931167	"Caenorhabditis brenneri"	"Caenorhabditis"	"31234"	0.527163275742659	29800	"UniRef50"	1e-05	FALSE
"639"	"15368"	584	22807	0.0256061735432104	150.446917808219	92.2232762563292	2.85222251454818	"Brachypodium distachyon"	"Poaceae"	"4565"	0.358185359941256	29867	"UniRef50"	1e-05	TRUE
"640"	"226230"	6	3605	0.00166435506241331	70.8333333333333	19.8536310700755	5.8313963028946	"Saccharomyces kudriavzevii IFO 1802"	"Saccharomyces"	"559292"	0.184792471758191	3745	"UniRef50"	1e-05	FALSE
"641"	"227321"	833	10297	0.0808973487423521	140.691476590636	128.741325834966	3.65138107663064	"Aspergillus nidulans FGSC A4"	"Aspergillus"	"332952"	0.577442098311819	10506	"UniRef50"	1e-05	TRUE
"642"	"281687"	3664	24445	0.14988750255676	117.713700873362	94.9334762445784	2.89371582092068	"Caenorhabditis japonica"	"Caenorhabditis"	"31234"	0.505719739473716	34930	"UniRef50"	1e-05	TRUE
"643"	"285006"	10	5126	0.00195083886071011	60.1	36.9337244263288	7.96714558352706	"Saccharomyces cerevisiae RM11-1a"	"Saccharomyces"	"559292"	0.0112198677618227	5357	"UniRef50"	1e-05	FALSE
"644"	"30611"	1	14868	6.7258541834813e-05	24	NA	24.4434878141746	"Otolemur garnettii"	"Primates"	"9606"	0.216942645978172	19931	"UniRef50"	1e-05	TRUE
"645"	"307796"	10	5439	0.0018385732671447	204.8	120.656353150406	2.39099788894133	"Saccharomyces cerevisiae YJM789"	"Saccharomyces"	"559292"	0.0155667540042017	5856	"UniRef50"	1e-05	FALSE
"646"	"31234"	2562	25093	0.102100187303232	211.096018735363	199.758501579522	2.0500346881309	"Caenorhabditis remanei"	"Caenorhabditis"	"6238"	0.590133313418352	31204	"UniRef50"	1e-05	FALSE
"647"	"330879"	38	9472	0.00401182432432432	192.157894736842	160.224087387733	2.56464635713629	"Aspergillus fumigatus Af293"	"Aspergillus"	"451804"	0.021607070872244	9649	"UniRef50"	1e-05	TRUE
"648"	"332952"	878	13141	0.066813788904954	93.255125284738	52.0240806002278	4.75497984894307	"Aspergillus flavus NRRL3357"	"Aspergillus"	"510516"	0.150137078442102	13494	"UniRef50"	1e-05	FALSE
"649"	"341663"	492	10212	0.0481786133960047	208.977642276423	126.296992255074	2.45825320475297	"Aspergillus terreus NIH2624"	"Aspergillus"	"332952"	0.522241147860039	10412	"UniRef50"	1e-05	FALSE
"650"	"344612"	282	9028	0.0312361541869739	134.517730496454	116.720891825008	3.75135379921541	"Aspergillus clavatus NRRL 1"	"Aspergillus"	"330879"	0.371042435238334	9139	"UniRef50"	1e-05	FALSE
"651"	"36329"	1	5119	0.000195350654424692	41	NA	18.9967165146446	"Plasmodium falciparum 3D7"	"Plasmodium"	"5843"	0.0586855559756306	5353	"UniRef50"	1e-05	TRUE
"652"	"3702"	1165	22392	0.0520275098249375	85.7090128755365	79.7517429996473	4.83513514705385	"Arabidopsis thaliana"	"Brassicaceae"	"81972"	0.183683562175537	31540	"UniRef50"	1e-05	TRUE
"653"	"380704"	199	10577	0.0188144086224827	169.266331658291	88.2670673232607	2.91937819534527	"Aspergillus niger ATCC 1015"	"Aspergillus"	"425011"	0.0947263947468584	10946	"UniRef50"	1e-05	FALSE
"654"	"39946"	1556	31768	0.0489801057668094	136.632390745501	108.880995620905	2.79607605283902	"Oryza sativa Indica Group"	"Poaceae"	"39947"	0.13697466617441	37337	"UniRef50"	1e-05	FALSE
"655"	"39947"	10505	48317	0.217418299977234	128.937934316992	75.3535772758076	2.86767314229744	"Oryza sativa Japonica Group"	"Poaceae"	"39946"	0.304446488111413	62940	"UniRef50"	1e-05	TRUE
"656"	"425011"	2612	13680	0.19093567251462	165.438361408882	102.511015327974	3.04294897035906	"Aspergillus niger CBS 513.88"	"Aspergillus"	"380704"	0.238842969339758	14032	"UniRef50"	1e-05	FALSE
"657"	"451804"	146	9756	0.0149651496514965	154.856164383562	150.068765374573	3.152933553622	"Aspergillus fumigatus A1163"	"Aspergillus"	"330879"	0.0409848676201851	9941	"UniRef50"	1e-05	FALSE
"658"	"4533"	5019	28204	0.177953481775635	105.907352062164	63.5352607459259	3.73995735169962	"Oryza brachyantha"	"Poaceae"	"39947"	0.359887709315809	31657	"UniRef50"	1e-05	FALSE
"659"	"4538"	0	132	0	NA	NA	NA	"Oryza glaberrima"	"Poaceae"	"39947"	0.096291479596381	31774	"UniRef50"	1e-05	FALSE
"660"	"4555"	5229	29809	0.175416820423362	75.02964237904	55.8927448769834	5.55722698705779	"Setaria italica"	"Poaceae"	"4558"	0.431108113501303	38927	"UniRef50"	1e-05	TRUE
"661"	"4558"	885	26363	0.033569775822175	119.058757062147	103.537765776031	3.27668186509924	"Sorghum bicolor"	"Poaceae"	"4577"	0.408519599285584	32687	"UniRef50"	1e-05	TRUE
"662"	"4565"	2	1166	0.00171526586620926	86.5	47.3761543394987	4.11626243966391	"Triticum aestivum"	"Poaceae"	"4572"	0.203661478277644	94413	"UniRef50"	1e-05	FALSE
"663"	"4572"	2246	21747	0.103278613142043	133.891807658059	69.8627949303755	2.97217895373893	"Triticum urartu"	"Poaceae"	"4565"	0.287451307955178	33178	"UniRef50"	1e-05	FALSE
"664"	"4577"	4251	31396	0.135399413938081	115.965184662432	76.3073797176379	3.15023410916258	"Zea mays"	"Poaceae"	"4558"	0.339519236553373	58085	"UniRef50"	1e-05	TRUE
"665"	"46245"	357	15016	0.0237746403835908	100.680672268908	48.9717757695052	5.08347514371434	"Drosophila pseudoobscura pseudoobscura"	"Drosophila"	"7234"	0.0979559664263001	16749	"UniRef50"	1e-05	TRUE
"666"	"50452"	1639	17735	0.0924161263039188	155.209273947529	143.26606995513	2.62741439441796	"Arabis alpina"	"Brassicaceae"	"3702"	0.358960419080593	23149	"UniRef50"	1e-05	FALSE
"667"	"510516"	61	11673	0.00522573460121648	175.360655737705	95.407727287833	2.56754652012078	"Aspergillus oryzae RIB40"	"Aspergillus"	"1160506"	0.0604296724578995	12069	"UniRef50"	1e-05	FALSE
"668"	"51351"	1897	27163	0.0698376467989545	174.455455983131	134.062502124026	2.32961061826386	"Brassica rapa subsp. pekinensis"	"Brassicaceae"	"72664"	0.320277918110414	40777	"UniRef50"	1e-05	FALSE
"669"	"545124"	370	5040	0.0734126984126984	95.5243243243243	73.0183976720505	4.82392687642436	"Saccharomyces cerevisiae AWRI1631"	"Saccharomyces"	"559292"	0.056485957777278	5441	"UniRef50"	1e-05	FALSE
"670"	"559292"	116	6210	0.0186795491143317	111.051724137931	33.0130000289968	4.05800106156577	"Saccharomyces cerevisiae S288c"	"Saccharomyces"	"643680"	0.0671422931857254	6713	"UniRef50"	1e-05	TRUE
"671"	"57266"	195	6023	0.0323758924124191	74.025641025641	35.7698017969365	8.91137454030909	"Plasmodium falciparum 7G8"	"Plasmodium"	"5835"	0.0814411646540016	6291	"UniRef50"	1e-05	FALSE
"672"	"574961"	2	5026	0.000397930760047752	171	134.350288425444	2.88751652884866	"Saccharomyces cerevisiae JAY291"	"Saccharomyces"	"559292"	0.0114579189131954	5193	"UniRef50"	1e-05	FALSE
"673"	"5823"	3637	10193	0.356813499460414	45.4379983502887	25.3703116682494	8.0664163340771	"Plasmodium berghei ANKA"	"Plasmodium"	"73239"	0.360930059981858	11372	"UniRef50"	1e-05	TRUE
"674"	"5825"	4446	11650	0.381630901287554	44.731893837157	26.7272370584209	6.75205493043626	"Plasmodium chabaudi"	"Plasmodium"	"5823"	0.403307240711173	14331	"UniRef50"	1e-05	TRUE
"675"	"5835"	132	5878	0.022456617897244	65.9924242424242	20.5193992040826	10.11991088079	"Plasmodium falciparum CAMP/Malaysia"	"Plasmodium"	"57266"	0.0717230492660144	6102	"UniRef50"	1e-05	FALSE
"676"	"5843"	88	5653	0.0155669555987971	56.0568181818182	26.6757274640576	12.0570486568536	"Plasmodium falciparum NF54"	"Plasmodium"	"36329"	0.0537440529713963	5905	"UniRef50"	1e-05	FALSE
"677"	"5851"	101	4986	0.0202567188126755	464.584158415842	332.627126594532	1.58423798949698	"Plasmodium knowlesi strain H"	"Plasmodium"	"126793"	0.332260222613902	5100	"UniRef50"	1e-05	TRUE
"678"	"5854"	1	5195	0.000192492781520693	31	NA	25.1438694771883	"Plasmodium reichenowi"	"Plasmodium"	"36329"	0.154550785014562	5630	"UniRef50"	1e-05	FALSE
"679"	"61853"	31	16724	0.00185362353503946	161.064516129032	60.6266913077461	3.46921916646283	"Nomascus leucogenys"	"Primates"	"9606"	0.117869704766227	19733	"UniRef50"	1e-05	TRUE
"680"	"6238"	2226	19808	0.112378836833603	165.719227313567	206.362830375243	2.65512206849064	"Caenorhabditis briggsae"	"Caenorhabditis"	"31234"	0.451881229797518	21573	"UniRef50"	1e-05	TRUE
"681"	"6239"	1437	18766	0.0765746562932964	142.243562978427	124.172140917575	3.11306645926647	"Caenorhabditis elegans"	"Caenorhabditis"	"31234"	0.419401121025147	26164	"UniRef50"	1e-05	TRUE
"682"	"643680"	4	5720	0.000699300699300699	56.5	39.7198522991547	7.89256983966757	"Saccharomyces cerevisiae EC1118"	"Saccharomyces"	"559292"	0.0150594101299856	5982	"UniRef50"	1e-05	FALSE
"683"	"721032"	16	5458	0.00293147673140344	140.625	77.5146222764884	3.45535448568745	"Saccharomyces cerevisiae Kyokai no. 7"	"Saccharomyces"	"559292"	0.0161852147619903	5776	"UniRef50"	1e-05	FALSE
"684"	"7217"	735	14228	0.0516587011526567	135.980952380952	157.18702190282	3.81837933386719	"Drosophila ananassae"	"Drosophila"	"7245"	0.352614093518994	14956	"UniRef50"	1e-05	FALSE
"685"	"7220"	492	14273	0.0344706789042248	96.0772357723577	47.6580458912063	5.29029406739997	"Drosophila erecta"	"Drosophila"	"7245"	0.159054494917831	14874	"UniRef50"	1e-05	FALSE
"686"	"7222"	589	13615	0.0432611090708777	102.784380305603	63.2550664301257	5.17518386900312	"Drosophila grimshawi"	"Drosophila"	"7244"	0.323431153975947	14719	"UniRef50"	1e-05	FALSE
"687"	"7227"	159	14260	0.0111500701262272	101.276729559748	79.934855750918	5.62813612160737	"Drosophila melanogaster"	"Drosophila"	"7238"	0.107278384399603	20043	"UniRef50"	1e-05	TRUE
"688"	"7230"	807	13811	0.0584316848888567	107.399008674102	78.7722280985601	4.90562153298056	"Drosophila mojavensis"	"Drosophila"	"7244"	0.310893671332344	14477	"UniRef50"	1e-05	FALSE
"689"	"7234"	678	15800	0.0429113924050633	103.045722713864	57.9178298213935	4.38542561531061	"Drosophila persimilis"	"Drosophila"	"46245"	0.0952225508447272	16744	"UniRef50"	1e-05	FALSE
"690"	"7238"	473	15324	0.0308666144609762	91.7610993657505	37.9960971520607	5.02054132310666	"Drosophila sechellia"	"Drosophila"	"7240"	0.120401396077499	16130	"UniRef50"	1e-05	FALSE
"691"	"7240"	482	14755	0.0326668925787869	96.8630705394191	44.1520940247278	4.3956022071947	"Drosophila simulans"	"Drosophila"	"7238"	0.0941384896062516	15352	"UniRef50"	1e-05	FALSE
"692"	"7244"	619	13744	0.0450378346915017	108.302100161551	68.7268702753701	4.87430621578484	"Drosophila virilis"	"Drosophila"	"7230"	0.310200145916285	14423	"UniRef50"	1e-05	FALSE
"693"	"7245"	750	14952	0.0501605136436597	102.86	57.5775821881008	4.85611853065419	"Drosophila yakuba"	"Drosophila"	"7220"	0.175359883468085	15938	"UniRef50"	1e-05	FALSE
"694"	"7260"	824	14141	0.0582702779152818	131.016990291262	135.37980308748	4.04310120112777	"Drosophila willistoni"	"Drosophila"	"46245"	0.455192938531523	15417	"UniRef50"	1e-05	FALSE
"695"	"72664"	516	21232	0.0243029389600603	103.06007751938	101.600752401435	3.99258392566848	"Eutrema salsugineum"	"Brassicaceae"	"3702"	0.287548488094453	28333	"UniRef50"	1e-05	FALSE
"696"	"73239"	961	6442	0.149177274138466	80.3392299687825	127.597403199111	6.75498614035908	"Plasmodium yoelii yoelii"	"Plasmodium"	"5823"	0.327508776936775	7560	"UniRef50"	1e-05	TRUE
"697"	"764097"	15	3589	0.00417943716912789	147.333333333333	46.261163388908	2.47080473100092	"Saccharomyces cerevisiae AWRI796"	"Saccharomyces"	"559292"	0.0220923546370077	3760	"UniRef50"	1e-05	FALSE
"698"	"764098"	12	3835	0.00312907431551499	141.416666666667	72.8728136529458	2.69884584989498	"Saccharomyces cerevisiae Lalvin QA23"	"Saccharomyces"	"559292"	0.0257447016120214	4008	"UniRef50"	1e-05	FALSE
"699"	"764099"	6	3762	0.00159489633173844	121	32.0624390837628	3.1144944947588	"Saccharomyces cerevisiae Vin13"	"Saccharomyces"	"559292"	0.0182577929729255	3915	"UniRef50"	1e-05	FALSE
"700"	"764100"	8	3852	0.00207684319833853	123.25	29.2513735941213	3.13145747013865	"Saccharomyces cerevisiae VL3"	"Saccharomyces"	"559292"	0.0209715277432721	4013	"UniRef50"	1e-05	FALSE
"701"	"764101"	21	3418	0.0061439438267993	136.47619047619	39.5191334009478	2.51098974691556	"Saccharomyces cerevisiae FostersO"	"Saccharomyces"	"559292"	0.024195636937172	3558	"UniRef50"	1e-05	FALSE
"702"	"764102"	7	3554	0.00196961170512099	112.714285714286	9.23244795480025	3.212670840922	"Saccharomyces cerevisiae FostersB"	"Saccharomyces"	"559292"	0.0195350543769865	3677	"UniRef50"	1e-05	FALSE
"703"	"81972"	1842	25235	0.0729938577372697	114.64549402823	94.0882763796398	3.33345769556587	"Arabidopsis lyrata subsp. lyrata"	"Brassicaceae"	"3702"	0.229542956360853	32047	"UniRef50"	1e-05	FALSE
"704"	"889517"	6	5196	0.00115473441108545	104.5	81.1264445171856	4.74551539121055	"Saccharomyces cerevisiae CEN.PK113-7D"	"Saccharomyces"	"559292"	0.00739195630741699	5439	"UniRef50"	1e-05	FALSE
"705"	"9483"	36	26034	0.00138280709840977	97.7777777777778	69.2313352303549	5.25034460692781	"Callithrix jacchus"	"Primates"	"9606"	0.153942269896161	42024	"UniRef50"	1e-05	TRUE
"706"	"9541"	75	16297	0.00460207400134994	81.0133333333333	39.5759595787212	6.31729704879036	"Macaca fascicularis"	"Primates"	"9544"	0.0945395764430365	17390	"UniRef50"	1e-05	FALSE
"707"	"9544"	87	23819	0.00365254628657794	126.574712643678	91.0977793342174	3.80982428788134	"Macaca mulatta"	"Primates"	"9606"	0.137769704285542	35537	"UniRef50"	1e-05	TRUE
"708"	"9595"	24	19097	0.00125674189663298	137.791666666667	67.3394897816873	4.05690998842621	"Gorilla gorilla gorilla"	"Primates"	"9606"	0.128419469775598	27258	"UniRef50"	1e-05	TRUE
"709"	"9598"	13	17252	0.000753535821933689	137.076923076923	64.550318277632	4.01988333424805	"Pan troglodytes"	"Primates"	"9606"	0.0902180358685192	20126	"UniRef50"	1e-05	TRUE
"710"	"9601"	36	17509	0.0020560854417728	134.444444444444	66.7453345376265	4.04338504791099	"Pongo abelii"	"Primates"	"9606"	0.123122714877006	22849	"UniRef50"	1e-05	TRUE
"711"	"9606"	1355	42616	0.0317955697390651	63.0125461254613	49.258195838353	5.92280614212937	"Homo sapiens"	"Primates"	"9598"	0.107893758394794	67831	"UniRef50"	1e-05	TRUE
"712"	"1033177"	195	11440	0.0170454545454545	176.030769230769	101.681933219327	2.82922667022318	"Aspergillus kawachii IFO 4308"	"Aspergillus"	"425011"	0.205689937027412	11487	"UniRef90"	0.001	FALSE
"713"	"112509"	0	225	0	NA	NA	NA	"Hordeum vulgare subsp. vulgare"	"Poaceae"	"4565"	0.173616967542258	52136	"UniRef90"	0.001	FALSE
"714"	"1160506"	7	11390	0.000614574187884109	129.142857142857	72.2620891187732	3.64510081016638	"Aspergillus oryzae 3.042"	"Aspergillus"	"510516"	0.0349958388531123	11396	"UniRef90"	0.001	FALSE
"715"	"1160507"	0	3633	0	NA	NA	NA	"Saccharomyces arboricola H-6"	"Saccharomyces"	"559292"	0.170234849813348	3653	"UniRef90"	0.001	FALSE
"716"	"126793"	238	5356	0.0444361463778939	336.512605042017	300.379446828057	2.12430616962717	"Plasmodium vivax Sal-1"	"Plasmodium"	"5851"	0.363898150526879	5388	"UniRef90"	0.001	TRUE
"717"	"135651"	3458	26973	0.128202276350424	190.144881434355	195.146976951642	2.26678588511196	"Caenorhabditis brenneri"	"Caenorhabditis"	"31234"	0.527163275742659	29800	"UniRef90"	0.001	FALSE
"718"	"15368"	527	27051	0.0194817197146131	145.829222011385	90.5594633752212	2.9553839190256	"Brachypodium distachyon"	"Poaceae"	"4565"	0.358185359941256	29867	"UniRef90"	0.001	TRUE
"719"	"226230"	5	3702	0.00135062128579146	73.4	21.0546906887753	5.62478303713372	"Saccharomyces kudriavzevii IFO 1802"	"Saccharomyces"	"559292"	0.184792471758191	3745	"UniRef90"	0.001	FALSE
"720"	"227321"	791	10489	0.075412336733721	135.376738305942	120.045422479196	3.78169319001489	"Aspergillus nidulans FGSC A4"	"Aspergillus"	"332952"	0.577442098311819	10506	"UniRef90"	0.001	TRUE
"721"	"281687"	3895	27900	0.139605734767025	114.505519897304	88.5678607377158	2.92073757824235	"Caenorhabditis japonica"	"Caenorhabditis"	"31234"	0.505719739473716	34930	"UniRef90"	0.001	TRUE
"722"	"285006"	9	5297	0.00169907494808382	65	35.5598087733891	7.35739846386594	"Saccharomyces cerevisiae RM11-1a"	"Saccharomyces"	"559292"	0.0112198677618227	5357	"UniRef90"	0.001	FALSE
"723"	"30611"	1	15695	6.37145587766805e-05	24	NA	24.4563846055817	"Otolemur garnettii"	"Primates"	"9606"	0.216942645978172	19931	"UniRef90"	0.001	TRUE
"724"	"307796"	9	5673	0.00158646218931782	225.777777777778	106.896886972654	2.16296407897371	"Saccharomyces cerevisiae YJM789"	"Saccharomyces"	"559292"	0.0155667540042017	5856	"UniRef90"	0.001	FALSE
"725"	"31234"	2355	29265	0.0804715530497181	203.782165605096	194.879490517948	2.07299873217957	"Caenorhabditis remanei"	"Caenorhabditis"	"6238"	0.590133313418352	31204	"UniRef90"	0.001	FALSE
"726"	"330879"	36	9636	0.0037359900373599	196.027777777778	160.210840744512	2.5136796797506	"Aspergillus fumigatus Af293"	"Aspergillus"	"451804"	0.021607070872244	9649	"UniRef90"	0.001	TRUE
"727"	"332952"	822	13488	0.0609430604982206	88.8783454987835	43.4194037483638	4.97682877062084	"Aspergillus flavus NRRL3357"	"Aspergillus"	"510516"	0.150137078442102	13494	"UniRef90"	0.001	FALSE
"728"	"341663"	427	10410	0.0410182516810759	202.714285714286	122.461579132046	2.52421519684238	"Aspergillus terreus NIH2624"	"Aspergillus"	"332952"	0.522241147860039	10412	"UniRef90"	0.001	FALSE
"729"	"344612"	257	9140	0.0281181619256018	127.396887159533	105.48440194063	3.95419393228959	"Aspergillus clavatus NRRL 1"	"Aspergillus"	"330879"	0.371042435238334	9139	"UniRef90"	0.001	FALSE
"730"	"36329"	1	5314	0.000188182160331201	41	NA	18.6824264459471	"Plasmodium falciparum 3D7"	"Plasmodium"	"5843"	0.0586855559756306	5353	"UniRef90"	0.001	TRUE
"731"	"3702"	1150	28249	0.0407094056426776	84.4252173913043	77.4816358191038	4.964098508832	"Arabidopsis thaliana"	"Brassicaceae"	"81972"	0.183683562175537	31540	"UniRef90"	0.001	TRUE
"732"	"380704"	193	10941	0.017640069463486	166.823834196891	84.0849647914083	2.95393883421839	"Aspergillus niger ATCC 1015"	"Aspergillus"	"425011"	0.0947263947468584	10946	"UniRef90"	0.001	FALSE
"733"	"39946"	1372	36283	0.0378138522172918	133.223760932945	105.23738684345	2.89214945592881	"Oryza sativa Indica Group"	"Poaceae"	"39947"	0.13697466617441	37337	"UniRef90"	0.001	FALSE
"734"	"39947"	10420	56814	0.1834054986447	127.938291746641	73.4115189232872	3.04001059945999	"Oryza sativa Japonica Group"	"Poaceae"	"39946"	0.304446488111413	62940	"UniRef90"	0.001	TRUE
"735"	"425011"	2565	14033	0.182783439036557	164.768421052632	101.44891900729	3.04161289672778	"Aspergillus niger CBS 513.88"	"Aspergillus"	"380704"	0.238842969339758	14032	"UniRef90"	0.001	FALSE
"736"	"451804"	133	9929	0.0133951052472555	152.037593984962	153.796865536046	3.20752949709709	"Aspergillus fumigatus A1163"	"Aspergillus"	"330879"	0.0409848676201851	9941	"UniRef90"	0.001	FALSE
"737"	"4533"	4952	31464	0.157386219171116	109.957996768982	72.7247590601237	3.62837463669307	"Oryza brachyantha"	"Poaceae"	"39947"	0.359887709315809	31657	"UniRef90"	0.001	FALSE
"738"	"4538"	0	135	0	NA	NA	NA	"Oryza glaberrima"	"Poaceae"	"39947"	0.096291479596381	31774	"UniRef90"	0.001	FALSE
"739"	"4555"	5115	35538	0.143930440655073	73.6394916911046	53.8502704489984	5.72090658672256	"Setaria italica"	"Poaceae"	"4558"	0.431108113501303	38927	"UniRef90"	0.001	TRUE
"740"	"4558"	832	31472	0.0264361972547026	119.483173076923	107.243718322532	3.30800100751089	"Sorghum bicolor"	"Poaceae"	"4577"	0.408519599285584	32687	"UniRef90"	0.001	TRUE
"741"	"4565"	2	1250	0.0016	86.5	47.3761543394987	4.08273121387283	"Triticum aestivum"	"Poaceae"	"4572"	0.203661478277644	94413	"UniRef90"	0.001	FALSE
"742"	"4572"	2126	23717	0.0896403423704516	132.321730950141	67.6391461177888	2.99468228926986	"Triticum urartu"	"Poaceae"	"4565"	0.287451307955178	33178	"UniRef90"	0.001	FALSE
"743"	"4577"	4152	37405	0.111001203047721	114.142341040462	73.2609952322182	3.23744469199986	"Zea mays"	"Poaceae"	"4558"	0.339519236553373	58085	"UniRef90"	0.001	TRUE
"744"	"46245"	309	15945	0.019379115710254	100.236245954693	52.1595875948917	5.06333099913055	"Drosophila pseudoobscura pseudoobscura"	"Drosophila"	"7234"	0.0979559664263001	16749	"UniRef90"	0.001	TRUE
"745"	"50452"	2024	21569	0.0938383791552691	190.016798418972	160.633876957888	2.15883755421273	"Arabis alpina"	"Brassicaceae"	"3702"	0.358960419080593	23149	"UniRef90"	0.001	FALSE
"746"	"510516"	57	12036	0.0047357926221336	172.59649122807	94.1844428405401	2.61329567035054	"Aspergillus oryzae RIB40"	"Aspergillus"	"1160506"	0.0604296724578995	12069	"UniRef90"	0.001	FALSE
"747"	"51351"	1803	37449	0.0481454778498758	170.69384359401	123.042671017194	2.37245851849351	"Brassica rapa subsp. pekinensis"	"Brassicaceae"	"72664"	0.320277918110414	40777	"UniRef90"	0.001	FALSE
"748"	"545124"	367	5185	0.0707810993249759	95.2125340599455	72.4833016824977	4.81962543114305	"Saccharomyces cerevisiae AWRI1631"	"Saccharomyces"	"559292"	0.056485957777278	5441	"UniRef90"	0.001	FALSE
"749"	"559292"	115	6435	0.0178710178710179	111.878260869565	31.9292386011732	4.04522400567092	"Saccharomyces cerevisiae S288c"	"Saccharomyces"	"643680"	0.0671422931857254	6713	"UniRef90"	0.001	TRUE
"750"	"57266"	190	6194	0.0306748466257669	71.0052631578947	16.8505718328608	9.15880160144269	"Plasmodium falciparum 7G8"	"Plasmodium"	"5835"	0.0814411646540016	6291	"UniRef90"	0.001	FALSE
"751"	"574961"	1	5169	0.000193461017604953	76	NA	6.50163709874532	"Saccharomyces cerevisiae JAY291"	"Saccharomyces"	"559292"	0.0114579189131954	5193	"UniRef90"	0.001	FALSE
"752"	"5823"	3528	10433	0.338157768618806	44.843253968254	24.2532377329012	7.94185120130632	"Plasmodium berghei ANKA"	"Plasmodium"	"73239"	0.360930059981858	11372	"UniRef90"	0.001	TRUE
"753"	"5825"	4358	12016	0.362683089214381	44.0803120697568	25.3507951815306	6.63337589908103	"Plasmodium chabaudi"	"Plasmodium"	"5823"	0.403307240711173	14331	"UniRef90"	0.001	TRUE
"754"	"5835"	124	6004	0.0206528980679547	64.5322580645161	19.9048286350265	10.2282996427764	"Plasmodium falciparum CAMP/Malaysia"	"Plasmodium"	"57266"	0.0717230492660144	6102	"UniRef90"	0.001	FALSE
